%
Copyright (C) 1991-2013 Altera Corporation
Your use of Altera Corporation's design tools, logic functions 
and other software and tools, and its AMPP partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Altera Program License 
Subscription Agreement, Altera MegaCore Function License 
Agreement, or other applicable license agreement, including, 
without limitation, that your use is for the sole purpose of 
programming logic devices manufactured by Altera and sold by 
Altera or its authorized distributors.  Please refer to the 
applicable agreement for further details.
%

GROUP CREATE uart:u_uart0|i_wb_dat[7..0] = uart:u_uart0|i_wb_dat[7] uart:u_uart0|i_wb_dat[6] uart:u_uart0|i_wb_dat[5] uart:u_uart0|i_wb_dat[4] uart:u_uart0|i_wb_dat[3] uart:u_uart0|i_wb_dat[2] uart:u_uart0|i_wb_dat[1] uart:u_uart0|i_wb_dat[0] ;
INPUTS brd_clk_p;
OUTPUTS i_uart0_tx o_uart0_rx uart:u_uart0|tx_bit_pulse uart:u_uart0|i_wb_dat[7..0];
UNIT ns;
RADIX HEX;
PATTERN
             0.0> 0 = X X X XX 
  246500000000.0> 1 = 1 1 0 00 
  247000000000.0> 0 = 1 1 0 00 
  247500000000.0> 1 = 1 1 0 00 
  248000000000.0> 0 = 1 1 0 00 
  248500000000.0> 1 = 1 1 0 00 
  249000000000.0> 0 = 1 1 0 00 
  249500000000.0> 1 = 1 1 0 00 
  250000000000.0> 0 = 1 1 0 00 
  250500000000.0> 1 = 1 1 0 00 
  251000000000.0> 0 = 1 1 0 00 
  251500000000.0> 1 = 1 1 0 00 
  252000000000.0> 0 = 1 1 0 00 
  252500000000.0> 1 = 1 1 0 00 
  253000000000.0> 0 = 1 1 0 00 
  253500000000.0> 1 = 1 1 0 00 
  254000000000.0> 0 = 1 1 0 00 
  254500000000.0> 1 = 1 1 0 00 
  255000000000.0> 0 = 1 1 0 00 
  255500000000.0> 1 = 1 1 0 00 
  256000000000.0> 0 = 1 1 0 00 
  256500000000.0> 1 = 1 1 0 00 
  257000000000.0> 0 = 1 1 0 00 
  257500000000.0> 1 = 1 1 0 00 
  258000000000.0> 0 = 1 1 0 00 
  258500000000.0> 1 = 1 1 0 00 
  259000000000.0> 0 = 1 1 0 00 
  259500000000.0> 1 = 1 1 0 00 
  260000000000.0> 0 = 1 1 0 00 
  260500000000.0> 1 = 1 1 0 00 
  261000000000.0> 0 = 1 1 0 00 
  261500000000.0> 1 = 1 1 0 00 
  262000000000.0> 0 = 1 1 0 00 
  262500000000.0> 1 = 1 1 0 00 
  263000000000.0> 0 = 1 1 0 00 
  263500000000.0> 1 = 1 1 0 00 
  264000000000.0> 0 = 1 1 0 00 
  264500000000.0> 1 = 1 1 0 00 
  265000000000.0> 0 = 1 1 0 00 
  265500000000.0> 1 = 1 1 0 00 
  266000000000.0> 0 = 1 1 0 00 
  266500000000.0> 1 = 1 1 0 00 
  267000000000.0> 0 = 1 1 0 00 
  267500000000.0> 1 = 1 1 0 00 
  268000000000.0> 0 = 1 1 0 00 
  268500000000.0> 1 = 1 1 0 00 
  269000000000.0> 0 = 1 1 0 00 
  269500000000.0> 1 = 1 1 0 00 
  270000000000.0> 0 = 1 1 0 00 
  270500000000.0> 1 = 1 1 0 00 
  271000000000.0> 0 = 1 1 0 00 
  271500000000.0> 1 = 1 1 0 00 
  272000000000.0> 0 = 1 1 0 00 
  272500000000.0> 1 = 1 1 0 00 
  273000000000.0> 0 = 1 1 0 00 
  273500000000.0> 1 = 1 1 0 00 
  274000000000.0> 0 = 1 1 0 00 
  274500000000.0> 1 = 1 1 0 00 
  275000000000.0> 0 = 1 1 0 00 
  275500000000.0> 1 = 1 1 0 00 
  276000000000.0> 0 = 1 1 0 00 
  276500000000.0> 1 = 1 1 0 00 
  277000000000.0> 0 = 1 1 0 00 
  277500000000.0> 1 = 1 1 0 00 
  278000000000.0> 0 = 1 1 0 00 
  278500000000.0> 1 = 1 1 0 00 
  279000000000.0> 0 = 1 1 0 00 
  279500000000.0> 1 = 1 1 0 00 
  280000000000.0> 0 = 1 1 0 00 
  280500000000.0> 1 = 1 1 0 00 
  281000000000.0> 0 = 1 1 0 00 
  281500000000.0> 1 = 1 1 0 00 
  282000000000.0> 0 = 1 1 0 00 
  282500000000.0> 1 = 1 1 0 00 
  283000000000.0> 0 = 1 1 0 00 
  283500000000.0> 1 = 1 1 0 00 
  284000000000.0> 0 = 1 1 0 00 
  284500000000.0> 1 = 1 1 0 00 
  285000000000.0> 0 = 1 1 0 00 
  285500000000.0> 1 = 1 1 0 00 
  286000000000.0> 0 = 1 1 0 00 
  286500000000.0> 1 = 1 1 0 00 
  287000000000.0> 0 = 1 1 0 00 
  287500000000.0> 1 = 1 1 0 00 
  288000000000.0> 0 = 1 1 0 00 
  288500000000.0> 1 = 1 1 0 00 
  289000000000.0> 0 = 1 1 0 00 
  289500000000.0> 1 = 1 1 0 00 
  290000000000.0> 0 = 1 1 0 00 
  290500000000.0> 1 = 1 1 0 00 
  291000000000.0> 0 = 1 1 0 00 
  291500000000.0> 1 = 1 1 0 00 
  292000000000.0> 0 = 1 1 0 00 
  292500000000.0> 1 = 1 1 0 00 
  293000000000.0> 0 = 1 1 0 00 
  293500000000.0> 1 = 1 1 0 00 
  294000000000.0> 0 = 1 1 0 00 
  294500000000.0> 1 = 1 1 0 00 
  295000000000.0> 0 = 1 1 0 00 
  295500000000.0> 1 = 1 1 0 00 
  296000000000.0> 0 = 1 1 0 00 
  296500000000.0> 1 = 1 1 0 00 
  297000000000.0> 0 = 1 1 0 00 
  297500000000.0> 1 = 1 1 0 00 
  298000000000.0> 0 = 1 1 0 00 
  298500000000.0> 1 = 1 1 0 00 
  299000000000.0> 0 = 1 1 0 00 
  299500000000.0> 1 = 1 1 0 00 
  300000000000.0> 0 = 1 1 0 00 
  300500000000.0> 1 = 1 1 0 00 
  301000000000.0> 0 = 1 1 0 00 
  301500000000.0> 1 = 1 1 0 00 
  302000000000.0> 0 = 1 1 0 00 
  302500000000.0> 1 = 1 1 0 00 
  303000000000.0> 0 = 1 1 0 00 
  303500000000.0> 1 = 1 1 0 00 
  304000000000.0> 0 = 1 1 0 00 
  304500000000.0> 1 = 1 1 0 00 
  305000000000.0> 0 = 1 1 0 00 
  305500000000.0> 1 = 1 1 0 00 
  306000000000.0> 0 = 1 1 0 00 
  306500000000.0> 1 = 1 1 0 00 
  307000000000.0> 0 = 1 1 0 00 
  307500000000.0> 1 = 1 1 0 00 
  308000000000.0> 0 = 1 1 0 00 
  308500000000.0> 1 = 1 1 0 00 
  309000000000.0> 0 = 1 1 0 00 
  309500000000.0> 1 = 1 1 0 00 
  310000000000.0> 0 = 1 1 0 00 
  310500000000.0> 1 = 1 1 0 00 
  311000000000.0> 0 = 1 1 0 00 
  311500000000.0> 1 = 1 1 0 00 
  312000000000.0> 0 = 1 1 0 00 
  312500000000.0> 1 = 1 1 0 00 
  313000000000.0> 0 = 1 1 0 00 
  313500000000.0> 1 = 1 1 0 00 
  314000000000.0> 0 = 1 1 0 00 
  314500000000.0> 1 = 1 1 0 00 
  315000000000.0> 0 = 1 1 0 00 
  315500000000.0> 1 = 1 1 0 00 
  316000000000.0> 0 = 1 1 0 00 
  316500000000.0> 1 = 1 1 0 00 
  317000000000.0> 0 = 1 1 0 00 
  317500000000.0> 1 = 1 1 0 00 
  318000000000.0> 0 = 1 1 0 00 
  318500000000.0> 1 = 1 1 0 00 
  319000000000.0> 0 = 1 1 0 00 
  319500000000.0> 1 = 1 1 0 00 
  320000000000.0> 0 = 1 1 0 00 
  320500000000.0> 1 = 1 1 0 00 
  321000000000.0> 0 = 1 1 0 00 
  321500000000.0> 1 = 1 1 0 00 
  322000000000.0> 0 = 1 1 0 00 
  322500000000.0> 1 = 1 1 0 00 
  323000000000.0> 0 = 1 1 0 00 
  323500000000.0> 1 = 1 1 0 00 
  324000000000.0> 0 = 1 1 0 00 
  324500000000.0> 1 = 1 1 0 00 
  325000000000.0> 0 = 1 1 0 00 
  325500000000.0> 1 = 1 1 0 00 
  326000000000.0> 0 = 1 1 0 00 
  326500000000.0> 1 = 1 1 0 00 
  327000000000.0> 0 = 1 1 0 00 
  327500000000.0> 1 = 1 1 0 00 
  328000000000.0> 0 = 1 1 0 00 
  328500000000.0> 1 = 1 1 0 00 
  329000000000.0> 0 = 1 1 0 00 
  329500000000.0> 1 = 1 1 0 00 
  330000000000.0> 0 = 1 1 0 00 
  330500000000.0> 1 = 1 1 0 00 
  331000000000.0> 0 = 1 1 0 00 
  331500000000.0> 1 = 1 1 0 00 
  332000000000.0> 0 = 1 1 0 00 
  332500000000.0> 1 = 1 1 0 00 
  333000000000.0> 0 = 1 1 0 00 
  333500000000.0> 1 = 1 1 0 00 
  334000000000.0> 0 = 1 1 0 00 
  334500000000.0> 1 = 1 1 0 00 
  335000000000.0> 0 = 1 1 0 00 
  335500000000.0> 1 = 1 1 0 00 
  336000000000.0> 0 = 1 1 0 00 
  336500000000.0> 1 = 1 1 0 00 
  337000000000.0> 0 = 1 1 0 00 
  337500000000.0> 1 = 1 1 0 00 
  338000000000.0> 0 = 1 1 0 00 
  338500000000.0> 1 = 1 1 0 00 
  339000000000.0> 0 = 1 1 0 00 
  339500000000.0> 1 = 1 1 0 00 
  340000000000.0> 0 = 1 1 0 00 
  340500000000.0> 1 = 1 1 0 00 
  341000000000.0> 0 = 1 1 0 00 
  341500000000.0> 1 = 1 1 0 00 
  342000000000.0> 0 = 1 1 0 00 
  342500000000.0> 1 = 1 1 0 00 
  343000000000.0> 0 = 1 1 0 00 
  343500000000.0> 1 = 1 1 0 00 
  344000000000.0> 0 = 1 1 0 00 
  344500000000.0> 1 = 1 1 0 00 
  345000000000.0> 0 = 1 1 0 00 
  345500000000.0> 1 = 1 1 0 00 
  346000000000.0> 0 = 1 1 0 00 
  346500000000.0> 1 = 1 1 0 00 
  347000000000.0> 0 = 1 1 0 00 
  347500000000.0> 1 = 1 1 0 00 
  348000000000.0> 0 = 1 1 0 00 
  348500000000.0> 1 = 1 1 0 00 
  349000000000.0> 0 = 1 1 0 00 
  349500000000.0> 1 = 1 1 0 00 
  350000000000.0> 0 = 1 1 0 00 
  350500000000.0> 1 = 1 1 0 00 
  351000000000.0> 0 = 1 1 0 00 
  351500000000.0> 1 = 1 1 0 00 
  352000000000.0> 0 = 1 1 0 00 
  352500000000.0> 1 = 1 1 0 00 
  353000000000.0> 0 = 1 1 0 00 
  353500000000.0> 1 = 1 1 0 00 
  354000000000.0> 0 = 1 1 0 00 
  354500000000.0> 1 = 1 1 0 00 
  355000000000.0> 0 = 1 1 0 00 
  355500000000.0> 1 = 1 1 0 00 
  356000000000.0> 0 = 1 1 0 00 
  356500000000.0> 1 = 1 1 0 00 
  357000000000.0> 0 = 1 1 0 00 
  357500000000.0> 1 = 1 1 0 00 
  358000000000.0> 0 = 1 1 0 00 
  358500000000.0> 1 = 1 1 0 00 
  359000000000.0> 0 = 1 1 0 00 
  359500000000.0> 1 = 1 1 0 00 
  360000000000.0> 0 = 1 1 0 00 
  360500000000.0> 1 = 1 1 0 00 
  361000000000.0> 0 = 1 1 0 00 
  361500000000.0> 1 = 1 1 0 00 
  362000000000.0> 0 = 1 1 0 00 
  362500000000.0> 1 = 1 1 0 00 
  363000000000.0> 0 = 1 1 0 00 
  363500000000.0> 1 = 1 1 0 00 
  364000000000.0> 0 = 1 1 0 00 
  364500000000.0> 1 = 1 1 0 00 
  365000000000.0> 0 = 1 1 0 00 
  365500000000.0> 1 = 1 1 0 00 
  366000000000.0> 0 = 1 1 0 00 
  366500000000.0> 1 = 1 1 0 00 
  367000000000.0> 0 = 1 1 0 00 
  367500000000.0> 1 = 1 1 0 00 
  368000000000.0> 0 = 1 1 0 00 
  368500000000.0> 1 = 1 1 0 00 
  369000000000.0> 0 = 1 1 0 00 
  369500000000.0> 1 = 1 1 0 00 
  370000000000.0> 0 = 1 1 0 00 
  370500000000.0> 1 = 1 1 0 00 
  371000000000.0> 0 = 1 1 0 00 
  371500000000.0> 1 = 1 1 0 00 
  372000000000.0> 0 = 1 1 0 00 
  372500000000.0> 1 = 1 1 0 00 
  373000000000.0> 0 = 1 1 0 00 
  373500000000.0> 1 = 1 1 0 00 
  374000000000.0> 0 = 1 1 0 00 
  374500000000.0> 1 = 1 1 0 00 
  375000000000.0> 0 = 1 1 0 00 
  375500000000.0> 1 = 1 1 0 00 
  376000000000.0> 0 = 1 1 0 00 
  376500000000.0> 1 = 1 1 0 00 
  377000000000.0> 0 = 1 1 0 00 
  377500000000.0> 1 = 1 1 0 00 
  378000000000.0> 0 = 1 1 0 00 
  378500000000.0> 1 = 1 1 0 00 
  379000000000.0> 0 = 1 1 0 00 
  379500000000.0> 1 = 1 1 0 00 
  380000000000.0> 0 = 1 1 0 00 
  380500000000.0> 1 = 1 1 0 00 
  381000000000.0> 0 = 1 1 0 00 
  381500000000.0> 1 = 1 1 0 00 
  382000000000.0> 0 = 1 1 0 00 
  382500000000.0> 1 = 1 1 0 00 
  383000000000.0> 0 = 1 1 0 00 
  383500000000.0> 1 = 1 1 0 00 
  384000000000.0> 0 = 1 1 0 00 
  384500000000.0> 1 = 1 1 0 00 
  385000000000.0> 0 = 1 1 0 00 
  385500000000.0> 1 = 1 1 0 00 
  386000000000.0> 0 = 1 1 0 00 
  386500000000.0> 1 = 1 1 0 00 
  387000000000.0> 0 = 1 1 0 00 
  387500000000.0> 1 = 1 1 0 00 
  388000000000.0> 0 = 1 1 0 00 
  388500000000.0> 1 = 1 1 0 00 
  389000000000.0> 0 = 1 1 0 00 
  389500000000.0> 1 = 1 1 0 00 
  390000000000.0> 0 = 1 1 0 00 
  390500000000.0> 1 = 1 1 0 00 
  391000000000.0> 0 = 1 1 0 00 
  391500000000.0> 1 = 1 1 0 00 
  392000000000.0> 0 = 1 1 0 00 
  392500000000.0> 1 = 1 1 0 00 
  393000000000.0> 0 = 1 1 0 00 
  393500000000.0> 1 = 1 1 0 00 
  394000000000.0> 0 = 1 1 0 00 
  394500000000.0> 1 = 1 1 0 00 
  395000000000.0> 0 = 1 1 0 00 
  395500000000.0> 1 = 1 1 0 00 
  396000000000.0> 0 = 1 1 0 00 
  396500000000.0> 1 = 1 1 0 00 
  397000000000.0> 0 = 1 1 0 00 
  397500000000.0> 1 = 1 1 0 00 
  398000000000.0> 0 = 1 1 0 00 
  398500000000.0> 1 = 1 1 0 00 
  399000000000.0> 0 = 1 1 0 00 
  399500000000.0> 1 = 1 1 0 00 
  400000000000.0> 0 = 1 1 0 00 
  400500000000.0> 1 = 1 1 0 00 
  401000000000.0> 0 = 1 1 0 00 
  401500000000.0> 1 = 1 1 0 00 
  402000000000.0> 0 = 1 1 0 00 
  402500000000.0> 1 = 1 1 0 00 
  403000000000.0> 0 = 1 1 0 00 
  403500000000.0> 1 = 1 1 0 00 
  404000000000.0> 0 = 1 1 0 00 
  404500000000.0> 1 = 1 1 0 00 
  405000000000.0> 0 = 1 1 0 00 
  405500000000.0> 1 = 1 1 0 00 
  406000000000.0> 0 = 1 1 0 00 
  406500000000.0> 1 = 1 1 0 00 
  407000000000.0> 0 = 1 1 0 00 
  407500000000.0> 1 = 1 1 0 00 
  408000000000.0> 0 = 1 1 0 00 
  408500000000.0> 1 = 1 1 0 00 
  409000000000.0> 0 = 1 1 0 00 
  409500000000.0> 1 = 1 1 0 00 
  410000000000.0> 0 = 1 1 0 00 
  410500000000.0> 1 = 1 1 0 00 
  411000000000.0> 0 = 1 1 0 00 
  411500000000.0> 1 = 1 1 0 00 
  412000000000.0> 0 = 1 1 0 00 
  412500000000.0> 1 = 1 1 0 00 
  413000000000.0> 0 = 1 1 0 00 
  413500000000.0> 1 = 1 1 0 00 
  414000000000.0> 0 = 1 1 0 00 
  414500000000.0> 1 = 1 1 0 00 
  415000000000.0> 0 = 1 1 0 00 
  415500000000.0> 1 = 1 1 0 00 
  416000000000.0> 0 = 1 1 0 00 
  416500000000.0> 1 = 1 1 0 00 
  417000000000.0> 0 = 1 1 0 00 
  417500000000.0> 1 = 1 1 0 00 
  418000000000.0> 0 = 1 1 0 00 
  418500000000.0> 1 = 1 1 0 00 
  419000000000.0> 0 = 1 1 0 00 
  419500000000.0> 1 = 1 1 0 00 
  420000000000.0> 0 = 1 1 0 00 
  420500000000.0> 1 = 1 1 0 00 
  421000000000.0> 0 = 1 1 0 00 
  421500000000.0> 1 = 1 1 0 00 
  422000000000.0> 0 = 1 1 0 00 
  422500000000.0> 1 = 1 1 0 00 
  423000000000.0> 0 = 1 1 0 00 
  423500000000.0> 1 = 1 1 0 00 
  424000000000.0> 0 = 1 1 0 00 
  424500000000.0> 1 = 1 1 0 00 
  425000000000.0> 0 = 1 1 0 00 
  425500000000.0> 1 = 1 1 0 00 
  426000000000.0> 0 = 1 1 0 00 
  426500000000.0> 1 = 1 1 0 00 
  427000000000.0> 0 = 1 1 0 00 
  427500000000.0> 1 = 1 1 0 00 
  428000000000.0> 0 = 1 1 0 00 
  428500000000.0> 1 = 1 1 0 00 
  429000000000.0> 0 = 1 1 0 00 
  429500000000.0> 1 = 1 1 0 00 
  430000000000.0> 0 = 1 1 0 00 
  430500000000.0> 1 = 1 1 0 00 
  431000000000.0> 0 = 1 1 0 00 
  431500000000.0> 1 = 1 1 0 00 
  432000000000.0> 0 = 1 1 0 00 
  432500000000.0> 1 = 1 1 0 00 
  433000000000.0> 0 = 1 1 0 00 
  433500000000.0> 1 = 1 1 0 00 
  434000000000.0> 0 = 1 1 0 00 
  434500000000.0> 1 = 1 1 0 00 
  435000000000.0> 0 = 1 1 0 00 
  435500000000.0> 1 = 1 1 0 00 
  436000000000.0> 0 = 1 1 0 00 
  436500000000.0> 1 = 1 1 0 00 
  437000000000.0> 0 = 1 1 0 00 
  437500000000.0> 1 = 1 1 0 00 
  438000000000.0> 0 = 1 1 0 00 
  438500000000.0> 1 = 1 1 0 00 
  439000000000.0> 0 = 1 1 0 00 
  439500000000.0> 1 = 1 1 0 00 
  440000000000.0> 0 = 1 1 0 00 
  440500000000.0> 1 = 1 1 0 00 
  441000000000.0> 0 = 1 1 0 00 
  441500000000.0> 1 = 1 1 0 00 
  442000000000.0> 0 = 1 1 0 00 
  442500000000.0> 1 = 1 1 0 00 
  443000000000.0> 0 = 1 1 0 00 
  443500000000.0> 1 = 1 1 0 00 
  444000000000.0> 0 = 1 1 0 00 
  444500000000.0> 1 = 1 1 0 00 
  445000000000.0> 0 = 1 1 0 00 
  445500000000.0> 1 = 1 1 0 00 
  446000000000.0> 0 = 1 1 0 00 
  446500000000.0> 1 = 1 1 0 00 
  447000000000.0> 0 = 1 1 0 00 
  447500000000.0> 1 = 1 1 0 00 
  448000000000.0> 0 = 1 1 0 00 
  448500000000.0> 1 = 1 1 0 00 
  449000000000.0> 0 = 1 1 0 00 
  449500000000.0> 1 = 1 1 0 00 
  450000000000.0> 0 = 1 1 0 00 
  450500000000.0> 1 = 1 1 0 00 
  451000000000.0> 0 = 1 1 0 00 
  451500000000.0> 1 = 1 1 0 00 
  452000000000.0> 0 = 1 1 0 00 
  452500000000.0> 1 = 1 1 0 00 
  453000000000.0> 0 = 1 1 0 00 
  453500000000.0> 1 = 1 1 0 00 
  454000000000.0> 0 = 1 1 0 00 
  454500000000.0> 1 = 1 1 0 00 
  455000000000.0> 0 = 1 1 0 00 
  455500000000.0> 1 = 1 1 0 00 
  456000000000.0> 0 = 1 1 0 00 
  456500000000.0> 1 = 1 1 0 00 
  457000000000.0> 0 = 1 1 0 00 
  457500000000.0> 1 = 1 1 0 00 
  458000000000.0> 0 = 1 1 0 00 
  458500000000.0> 1 = 1 1 0 00 
  459000000000.0> 0 = 1 1 0 00 
  459500000000.0> 1 = 1 1 0 00 
  460000000000.0> 0 = 1 1 0 00 
  460500000000.0> 1 = 1 1 0 00 
  461000000000.0> 0 = 1 1 0 00 
  461500000000.0> 1 = 1 1 0 00 
  462000000000.0> 0 = 1 1 0 00 
  462500000000.0> 1 = 1 1 0 00 
  463000000000.0> 0 = 1 1 0 00 
  463500000000.0> 1 = 1 1 0 00 
  464000000000.0> 0 = 1 1 0 00 
  464500000000.0> 1 = 1 1 0 00 
  465000000000.0> 0 = 1 1 0 00 
  465500000000.0> 1 = 1 1 0 00 
  466000000000.0> 0 = 1 1 0 00 
  466500000000.0> 1 = 1 1 0 00 
  467000000000.0> 0 = 1 1 0 00 
  467500000000.0> 1 = 1 1 0 00 
  468000000000.0> 0 = 1 1 0 00 
  468500000000.0> 1 = 1 1 0 00 
  469000000000.0> 0 = 1 1 0 00 
  469500000000.0> 1 = 1 1 0 00 
  470000000000.0> 0 = 1 1 0 00 
  470500000000.0> 1 = 1 1 0 00 
  471000000000.0> 0 = 1 1 0 00 
  471500000000.0> 1 = 1 1 0 00 
  472000000000.0> 0 = 1 1 0 00 
  472500000000.0> 1 = 1 1 0 00 
  473000000000.0> 0 = 1 1 0 00 
  473500000000.0> 1 = 1 1 0 00 
  474000000000.0> 0 = 1 1 0 00 
  474500000000.0> 1 = 1 1 0 00 
  475000000000.0> 0 = 1 1 0 00 
  475500000000.0> 1 = 1 1 0 00 
  476000000000.0> 0 = 1 1 0 00 
  476500000000.0> 1 = 1 1 0 00 
  477000000000.0> 0 = 1 1 0 00 
  477500000000.0> 1 = 1 1 0 00 
  478000000000.0> 0 = 1 1 0 00 
  478500000000.0> 1 = 1 1 0 00 
  479000000000.0> 0 = 1 1 0 00 
  479500000000.0> 1 = 1 1 0 00 
  480000000000.0> 0 = 1 1 0 00 
  480500000000.0> 1 = 1 1 0 00 
  481000000000.0> 0 = 1 1 0 00 
  481500000000.0> 1 = 1 1 0 00 
  482000000000.0> 0 = 1 1 0 00 
  482500000000.0> 1 = 1 1 0 00 
  483000000000.0> 0 = 1 1 0 00 
  483500000000.0> 1 = 1 1 0 00 
  484000000000.0> 0 = 1 1 0 00 
  484500000000.0> 1 = 1 1 0 00 
  485000000000.0> 0 = 1 1 0 00 
  485500000000.0> 1 = 1 1 0 00 
  486000000000.0> 0 = 1 1 0 00 
  486500000000.0> 1 = 1 1 0 00 
  487000000000.0> 0 = 1 1 0 00 
  487500000000.0> 1 = 1 1 0 00 
  488000000000.0> 0 = 1 1 0 00 
  488500000000.0> 1 = 1 1 0 00 
  489000000000.0> 0 = 1 1 0 00 
  489500000000.0> 1 = 1 1 0 00 
  490000000000.0> 0 = 1 1 0 00 
  490500000000.0> 1 = 1 1 0 00 
  491000000000.0> 0 = 1 1 0 00 
  491500000000.0> 1 = 1 1 0 00 
  492000000000.0> 0 = 1 1 0 00 
  492500000000.0> 1 = 1 1 0 00 
  493000000000.0> 0 = 1 1 0 00 
  493500000000.0> 1 = 1 1 0 00 
  494000000000.0> 0 = 1 1 0 00 
  494500000000.0> 1 = 1 1 0 00 
  495000000000.0> 0 = 1 1 0 00 
  495500000000.0> 1 = 1 1 0 00 
  496000000000.0> 0 = 1 1 0 00 
  496500000000.0> 1 = 1 1 0 00 
  497000000000.0> 0 = 1 1 0 00 
  497500000000.0> 1 = 1 1 0 00 
  498000000000.0> 0 = 1 1 0 00 
  498500000000.0> 1 = 1 1 0 00 
  499000000000.0> 0 = 1 1 0 00 
  499500000000.0> 1 = 1 1 0 00 
  500000000000.0> 0 = 1 1 0 00 
  500500000000.0> 1 = 1 1 0 00 
  501000000000.0> 0 = 1 1 0 00 
  501500000000.0> 1 = 1 1 0 00 
  502000000000.0> 0 = 1 1 0 00 
  502500000000.0> 1 = 1 1 0 00 
  503000000000.0> 0 = 1 1 0 00 
  503500000000.0> 1 = 1 1 0 00 
  504000000000.0> 0 = 1 1 0 00 
  504500000000.0> 1 = 1 1 0 00 
  505000000000.0> 0 = 1 1 0 00 
  505500000000.0> 1 = 1 1 0 00 
  506000000000.0> 0 = 1 1 0 00 
  506500000000.0> 1 = 1 1 0 00 
  507000000000.0> 0 = 1 1 0 00 
  507500000000.0> 1 = 1 1 0 00 
  508000000000.0> 0 = 1 1 0 00 
  508500000000.0> 1 = 1 1 0 00 
  509000000000.0> 0 = 1 1 0 00 
  509500000000.0> 1 = 1 1 0 00 
  510000000000.0> 0 = 1 1 0 00 
  510500000000.0> 1 = 1 1 0 00 
  511000000000.0> 0 = 1 1 0 00 
  511500000000.0> 1 = 1 1 0 00 
  512000000000.0> 0 = 1 1 0 00 
  512500000000.0> 1 = 1 1 0 00 
  513000000000.0> 0 = 1 1 0 00 
  513500000000.0> 1 = 1 1 0 00 
  514000000000.0> 0 = 1 1 0 00 
  514500000000.0> 1 = 1 1 0 00 
  515000000000.0> 0 = 1 1 0 00 
  515500000000.0> 1 = 1 1 0 00 
  516000000000.0> 0 = 1 1 0 00 
  516500000000.0> 1 = 1 1 0 00 
  517000000000.0> 0 = 1 1 0 00 
  517500000000.0> 1 = 1 1 0 00 
  518000000000.0> 0 = 1 1 0 00 
  518500000000.0> 1 = 1 1 0 00 
  519000000000.0> 0 = 1 1 0 00 
  519500000000.0> 1 = 1 1 0 00 
  520000000000.0> 0 = 1 1 0 00 
  520500000000.0> 1 = 1 1 0 00 
  521000000000.0> 0 = 1 1 0 00 
  521500000000.0> 1 = 1 1 0 00 
  522000000000.0> 0 = 1 1 0 00 
  522500000000.0> 1 = 1 1 0 00 
  523000000000.0> 0 = 1 1 0 00 
  523500000000.0> 1 = 1 1 0 00 
  524000000000.0> 0 = 1 1 0 00 
  524500000000.0> 1 = 1 1 0 00 
  525000000000.0> 0 = 1 1 0 00 
  525500000000.0> 1 = 1 1 0 00 
  526000000000.0> 0 = 1 1 0 00 
  526500000000.0> 1 = 1 1 0 00 
  527000000000.0> 0 = 1 1 0 00 
  527500000000.0> 1 = 1 1 0 00 
  528000000000.0> 0 = 1 1 0 00 
  528500000000.0> 1 = 1 1 0 00 
  529000000000.0> 0 = 1 1 0 00 
  529500000000.0> 1 = 1 1 0 00 
  530000000000.0> 0 = 1 1 0 00 
  530500000000.0> 1 = 1 1 0 00 
  531000000000.0> 0 = 1 1 0 00 
  531500000000.0> 1 = 1 1 0 00 
  532000000000.0> 0 = 1 1 0 00 
  532500000000.0> 1 = 1 1 0 00 
  533000000000.0> 0 = 1 1 0 00 
  533500000000.0> 1 = 1 1 0 00 
  534000000000.0> 0 = 1 1 0 00 
  534500000000.0> 1 = 1 1 0 00 
  535000000000.0> 0 = 1 1 0 00 
  535500000000.0> 1 = 1 1 0 00 
  536000000000.0> 0 = 1 1 0 00 
  536500000000.0> 1 = 1 1 0 00 
  537000000000.0> 0 = 1 1 0 00 
  537500000000.0> 1 = 1 1 0 00 
  538000000000.0> 0 = 1 1 0 00 
  538500000000.0> 1 = 1 1 0 00 
  539000000000.0> 0 = 1 1 0 00 
  539500000000.0> 1 = 1 1 0 00 
  540000000000.0> 0 = 1 1 0 00 
  540500000000.0> 1 = 1 1 0 00 
  541000000000.0> 0 = 1 1 0 00 
  541500000000.0> 1 = 1 1 0 00 
  542000000000.0> 0 = 1 1 0 00 
  542500000000.0> 1 = 1 1 0 00 
  543000000000.0> 0 = 1 1 0 00 
  543500000000.0> 1 = 1 1 0 00 
  544000000000.0> 0 = 1 1 0 00 
  544500000000.0> 1 = 1 1 0 00 
  545000000000.0> 0 = 1 1 0 00 
  545500000000.0> 1 = 1 1 0 00 
  546000000000.0> 0 = 1 1 0 00 
  546500000000.0> 1 = 1 1 0 00 
  547000000000.0> 0 = 1 1 0 00 
  547500000000.0> 1 = 1 1 0 00 
  548000000000.0> 0 = 1 1 0 00 
  548500000000.0> 1 = 1 1 0 00 
  549000000000.0> 0 = 1 1 0 00 
  549500000000.0> 1 = 1 1 0 00 
  550000000000.0> 0 = 1 1 0 00 
  550500000000.0> 1 = 1 1 0 00 
  551000000000.0> 0 = 1 1 0 00 
  551500000000.0> 1 = 1 1 0 00 
